Engine RPM(rpm),Intake Air Temperature(°C),Engine Load(%),Throttle Position(Manifold)(%),,,,,,,,
2620.25,31,72.15686035,16.47058868,,,,,,,,
2007.75,31,22.74509811,16.47058868,,,,,,,,
2385,31,27.05882454,15.68627453,,,,,,,,
2650,31,66.27451324,15.68627453,,,,,,,,
2455.25,31,76.86274719,19.6078434,,,,,,,,
2404.5,31,36.47058868,18.8235302,,,,,,,,
2304.5,31,41.96078491,15.68627453,,,,,,,,
2067,31,18.4313736,15.68627453,,,,,,,,
2589,31,87.05882263,33.72549057,,,,,,,,
2321.75,31,92.54901886,31.76470566,,,,,,,,
2375.75,31,92.15686798,32.54901886,,,,,,,,
2418.75,31,90.98039246,32.15686417,,,,,,,,
2412.5,31,33.72549057,26.66666794,,,,,,,,
2578.75,31,71.37255096,14.90196133,,,,,,,,
2526.5,31,42.74509811,21.17647171,,,,,,,,
2040.5,31,20.7843132,16.47058868,,,,,,,,
1921.75,31,21.96078491,16.07843208,,,,,,,,
1873.25,31,22.35294151,16.07843208,,,,,,,,
1815.5,31,22.35294151,16.07843208,,,,,,,,
1745.25,31,22.74509811,16.07843208,,,,,,,,
2159.25,31,32.15686417,18.8235302,,,,,,,,
1767.75,31,24.31372643,16.47058868,,,,,,,,
1652.25,31,22.35294151,15.29411793,,,,,,,,
2144.5,31,25.09803963,22.35294151,,,,,,,,
2142,31,74.50980377,23.92156982,,,,,,,,
2156.25,31,55.68627548,26.66666794,,,,,,,,
2034.25,31,32.94117737,23.92156982,,,,,,,,
2091.25,31,33.72549057,15.68627453,,,,,,,,
1646.75,31,20.7843132,15.29411793,,,,,,,,
1548.25,31,20.3921566,15.29411793,,,,,,,,
1369.5,31,21.56862831,15.29411793,,,,,,,,
1263.25,31,22.74509811,15.29411793,,,,,,,,
1348.25,31,24.70588303,15.68627453,,,,,,,,
1281.25,31,24.31372643,15.68627453,,,,,,,,
1179.5,31,25.88235283,15.68627453,,,,,,,,
1075.75,31,27.05882454,15.68627453,,,,,,,,
974,31,32.94117737,16.47058868,,,,,,,,
837.5,31,41.5686264,16.86274529,,,,,,,,
786.5,31,47.45098114,16.86274529,,,,,,,,
811.5,31,48.62745285,16.86274529,,,,,,,,
791.25,31,49.41176605,16.86274529,,,,,,,,
1042.75,31,43.13725662,16.86274529,,,,,,,,
796.75,31,40.7843132,16.86274529,,,,,,,,
748.25,31,50.98039246,16.86274529,,,,,,,,
835,31,48.62745285,16.86274529,,,,,,,,
793.75,31,49.41176605,16.86274529,,,,,,,,
806.25,31,49.41176605,16.86274529,,,,,,,,
812.5,31,49.80392075,16.86274529,,,,,,,,
766.25,31,38.4313736,15.68627453,,,,,,,,
703,31,38.03921509,15.68627453,,,,,,,,
675,31,38.4313736,15.29411793,,,,,,,,
676.5,31,38.82352829,15.29411793,,,,,,,,
673.25,31,38.03921509,15.29411793,,,,,,,,
662.5,31,38.4313736,15.29411793,,,,,,,,
667.75,31,38.4313736,15.29411793,,,,,,,,
657.75,31,38.03921509,15.29411793,,,,,,,,
661.5,31,38.03921509,16.47058868,,,,,,,,
713.25,31,50.98039246,16.86274529,,,,,,,,
823.25,31,48.23529434,16.47058868,,,,,,,,
761.5,31,49.41176605,16.47058868,,,,,,,,
771.75,31,49.01960754,16.47058868,,,,,,,,
766.25,31,49.01960754,16.47058868,,,,,,,,
758.5,31,48.62745285,16.47058868,,,,,,,,
770.25,31,48.62745285,16.47058868,,,,,,,,
753,31,48.62745285,16.47058868,,,,,,,,
760.75,31,48.62745285,16.47058868,,,,,,,,
794.5,31,47.05882263,16.47058868,,,,,,,,
773.25,31,46.66666794,16.47058868,,,,,,,,
775.75,31,46.27450943,16.47058868,,,,,,,,
755.25,32,40.7843132,15.29411793,,,,,,,,
743.75,32,35.68627548,15.29411793,,,,,,,,
671,32,36.47058868,15.29411793,,,,,,,,
663.25,32,36.86274719,15.29411793,,,,,,,,
673.25,32,36.47058868,15.29411793,,,,,,,,
662.5,32,36.47058868,15.29411793,,,,,,,,
668.75,32,36.47058868,15.29411793,,,,,,,,
664,32,36.07843018,15.29411793,,,,,,,,
663.25,32,36.47058868,15.29411793,,,,,,,,
675,32,43.52941132,16.47058868,,,,,,,,
778.75,32,48.23529434,16.47058868,,,,,,,,
740.5,32,46.27450943,16.47058868,,,,,,,,
763.25,32,47.45098114,16.47058868,,,,,,,,
762.5,32,46.66666794,16.47058868,,,,,,,,
753.75,32,47.05882263,16.47058868,,,,,,,,
764,33,46.66666794,16.47058868,,,,,,,,
755.25,33,47.05882263,16.47058868,,,,,,,,
760.75,33,46.66666794,16.47058868,,,,,,,,
755.25,33,47.05882263,16.47058868,,,,,,,,
760,33,47.05882263,16.47058868,,,,,,,,
760.75,33,47.05882263,16.47058868,,,,,,,,
758.5,33,47.05882263,16.47058868,,,,,,,,
750,33,47.05882263,16.47058868,,,,,,,,
760,33,46.66666794,16.47058868,,,,,,,,
757.75,33,46.66666794,16.47058868,,,,,,,,
761.5,33,46.66666794,16.47058868,,,,,,,,
778,33,46.66666794,15.29411793,,,,,,,,
703,33,35.68627548,15.29411793,,,,,,,,
632,33,36.47058868,15.29411793,,,,,,,,
642,33,37.25490189,15.29411793,,,,,,,,
664.75,33,36.86274719,15.29411793,,,,,,,,
653.75,33,36.47058868,15.29411793,,,,,,,,
660,33,36.07843018,15.29411793,,,,,,,,
660,33,36.47058868,15.29411793,,,,,,,,
718.75,33,36.07843018,16.47058868,,,,,,,,
676.5,33,50.19607925,16.47058868,,,,,,,,
750,33,46.66666794,16.47058868,,,,,,,,
746.75,33,47.45098114,16.47058868,,,,,,,,
755.25,33,46.66666794,16.47058868,,,,,,,,
753.75,33,47.05882263,16.47058868,,,,,,,,
752.25,33,47.05882263,16.47058868,,,,,,,,
751.5,33,47.05882263,16.47058868,,,,,,,,
756.25,33,46.66666794,16.47058868,,,,,,,,
743.75,33,47.05882263,16.47058868,,,,,,,,
753.75,33,46.66666794,16.47058868,,,,,,,,
753.75,34,47.05882263,16.47058868,,,,,,,,
753.75,34,47.05882263,16.47058868,,,,,,,,
746,34,47.05882263,16.47058868,,,,,,,,
757.75,34,47.05882263,16.47058868,,,,,,,,
753.75,34,47.05882263,16.47058868,,,,,,,,
757,34,46.66666794,16.47058868,,,,,,,,
750.75,34,46.66666794,16.47058868,,,,,,,,
739.75,34,41.96078491,15.29411793,,,,,,,,
698.25,34,35.68627548,15.29411793,,,,,,,,
663.25,34,35.68627548,15.29411793,,,,,,,,
657.75,34,35.68627548,15.29411793,,,,,,,,
753.75,34,45.49019623,18.03921509,,,,,,,,
858.5,34,32.15686417,14.90196133,,,,,,,,
1678,34,61.56863022,20.7843132,,,,,,,,
2028.75,35,77.2549057,25.09803963,,,,,,,,
2167,35,50.58823776,20.7843132,,,,,,,,
1867,35,81.5686264,25.09803963,,,,,,,,
2078,35,87.05882263,27.84313774,,,,,,,,
1717.75,35,72.54901886,19.6078434,,,,,,,,
2115.5,35,94.11764526,32.15686417,,,,,,,,
2125.75,35,94.11764526,35.68627548,,,,,,,,
2271,35,95.6862793,39.2156868,,,,,,,,
2340.5,36,96.86274719,42.74509811,,,,,,,,
2471.75,36,97.2549057,44.31372452,,,,,,,,
2552.25,36,97.2549057,44.70588303,,,,,,,,
2058.5,36,31.76470566,15.29411793,,,,,,,,
1373.25,35,60.39215851,15.68627453,,,,,,,,
2555.25,35,93.72549438,36.07843018,,,,,,,,
2400,35,50.19607925,20.7843132,,,,,,,,
1417,35,27.05882454,16.86274529,,,,,,,,
2306.25,35,97.2549057,42.74509811,,,,,,,,
2844.5,35,97.64706421,45.09804153,,,,,,,,
2968.75,35,95.6862793,42.35294342,,,,,,,,
2650,35,56.07843399,15.29411793,,,,,,,,
2517.75,35,91.76470947,32.54901886,,,,,,,,
2607,35,96.86274719,40.7843132,,,,,,,,
2631.25,35,97.2549057,42.35294342,,,,,,,,
2592.75,35,96.86274719,43.13725662,,,,,,,,
2607,34,97.64706421,50.58823776,,,,,,,,
2632.75,34,98.03921509,49.41176605,,,,,,,,
2650,34,98.03921509,50.58823776,,,,,,,,
2660.75,34,98.4313736,50.58823776,,,,,,,,
2660.75,34,98.4313736,50.58823776,,,,,,,,
2672.5,34,98.4313736,50.58823776,,,,,,,,
2736.5,33,99.21569061,50.58823776,,,,,,,,
2746.75,33,99.21569061,51.37255096,,,,,,,,
2739,33,98.8235321,50.19607925,,,,,,,,
2460,33,45.49019623,40.7843132,,,,,,,,
2740.5,33,97.2549057,43.52941132,,,,,,,,
2769.5,33,97.2549057,45.09804153,,,,,,,,
2771,33,98.03921509,47.84313965,,,,,,,,
2806.25,33,98.03921509,47.45098114,,,,,,,,
2808.5,33,98.03921509,47.45098114,,,,,,,,
2832,33,97.2549057,47.05882263,,,,,,,,
2798.25,33,93.72549438,20,,,,,,,,
2434.25,33,24.70588303,17.25490189,,,,,,,,
2370.25,33,42.74509811,15.29411793,,,,,,,,
2592.75,33,67.45098114,28.23529434,,,,,,,,
2496,33,84.70588684,29.41176605,,,,,,,,
2529.5,33,84.70588684,29.80392265,,,,,,,,
2519.5,33,58.03921509,16.07843208,,,,,,,,
2685.75,33,88.62744904,30.98039246,,,,,,,,
2567.75,33,84.70588684,29.41176605,,,,,,,,
2587.5,33,85.88235474,29.80392265,,,,,,,,
2598.25,33,84.70588684,29.41176605,,,,,,,,
2616.25,33,82.74510193,28.62745094,,,,,,,,
2785.75,33,73.33333588,25.09803963,,,,,,,,
2718.75,33,83.92156982,28.62745094,,,,,,,,
2598.25,33,76.86274719,26.66666794,,,,,,,,
2587.5,33,36.47058868,20,,,,,,,,
2519.5,33,31.76470566,17.64705849,,,,,,,,
2721,33,77.2549057,26.27450943,,,,,,,,
2511.5,33,67.45098114,24.31372643,,,,,,,,
2500,33,69.01960754,24.31372643,,,,,,,,
2476.5,33,70.98039246,25.09803963,,,,,,,,
2455.25,33,72.94117737,25.49019623,,,,,,,,
2432.75,33,75.6862793,27.05882454,,,,,,,,
2421.75,33,80,28.62745094,,,,,,,,
2414,33,85.49019623,29.41176605,,,,,,,,
2409.25,33,85.09803772,29.80392265,,,,,,,,
2403,33,87.05882263,40.7843132,,,,,,,,
2414,33,96.07843018,40.39215851,,,,,,,,
2423.25,32,96.07843018,40.39215851,,,,,,,,
2447.5,32,95.6862793,40.39215851,,,,,,,,
2481.25,32,45.09804153,16.07843208,,,,,,,,
2717,32,88.23529816,30.58823586,,,,,,,,
2511.5,32,26.27450943,14.90196133,,,,,,,,
2701.5,32,83.92156982,27.05882454,,,,,,,,
2471.75,32,83.52941132,29.01960754,,,,,,,,
2497.5,32,83.52941132,29.01960754,,,,,,,,
2517.75,32,83.52941132,29.01960754,,,,,,,,
2526.5,32,69.01960754,27.45098114,,,,,,,,
2725,32,74.11764526,26.66666794,,,,,,,,
2500,32,28.62745094,14.90196133,,,,,,,,
2567.75,32,62.35294342,23.52941132,,,,,,,,
2476.5,32,59.60784531,14.90196133,,,,,,,,
2573.25,32,68.23529816,23.92156982,,,,,,,,
2453.75,32,74.11764526,25.49019623,,,,,,,,
2441.25,32,45.09804153,20.3921566,,,,,,,,
2693.75,32,77.2549057,26.66666794,,,,,,,,
2602.25,32,63.92156982,23.52941132,,,,,,,,
2389.75,32,74.11764526,25.09803963,,,,,,,,
2391.25,32,75.6862793,25.49019623,,,,,,,,
2389.75,32,76.07843018,25.88235283,,,,,,,,
2396,32,77.64705658,26.66666794,,,,,,,,
2406.25,32,78.4313736,27.05882454,,,,,,,,
2418.75,32,81.5686264,28.23529434,,,,,,,,
2432.75,31,81.17647552,27.84313774,,,,,,,,
2444.5,31,83.92156982,29.01960754,,,,,,,,
2455.25,31,83.52941132,29.01960754,,,,,,,,
2458.5,31,52.94117737,14.90196133,,,,,,,,
2191.25,31,17.64705849,27.05882454,,,,,,,,
2693.75,31,85.09803772,29.01960754,,,,,,,,
2526.5,31,33.72549057,21.56862831,,,,,,,,
2521,31,63.52941132,24.70588303,,,,,,,,
2432.75,31,75.29412079,25.88235283,,,,,,,,
2473.25,31,31.37254906,18.8235302,,,,,,,,
2602.25,31,66.66666412,24.70588303,,,,,,,,
2453.75,31,70.19608307,24.70588303,,,,,,,,
2458.5,31,72.54901886,25.09803963,,,,,,,,
2461.5,31,78.03921509,25.88235283,,,,,,,,
2466.25,31,78.4313736,27.05882454,,,,,,,,
2453.75,31,78.4313736,27.45098114,,,,,,,,
2452.25,31,78.4313736,27.05882454,,,,,,,,
2672.5,31,81.96078491,28.62745094,,,,,,,,
2396,31,79.21569061,27.84313774,,,,,,,,
2584.25,31,50.19607925,25.09803963,,,,,,,,
2458.5,31,80,26.27450943,,,,,,,,
2359.25,31,76.86274719,26.66666794,,,,,,,,
2350.75,31,79.21569061,28.62745094,,,,,,,,
2370.25,31,91.76470947,33.33333206,,,,,,,,
2375.75,31,92.15686798,33.33333206,,,,,,,,
2391.25,31,90.98039246,30.58823586,,,,,,,,
2535,31,44.31372452,25.49019623,,,,,,,,
2349,31,74.50980377,25.49019623,,,,,,,,
2353.75,31,76.86274719,26.27450943,,,,,,,,
2342,31,76.47058868,26.27450943,,,,,,,,
2342,31,71.76470947,25.88235283,,,,,,,,
2532,31,72.54901886,25.88235283,,,,,,,,
2321.75,31,78.8235321,26.27450943,,,,,,,,
2342,31,78.03921509,26.66666794,,,,,,,,
2349,31,78.4313736,14.90196133,,,,,,,,
2617.75,31,82.74510193,28.62745094,,,,,,,,
2635,31,85.09803772,29.80392265,,,,,,,,
2301.5,31,67.05882263,16.07843208,,,,,,,,
1977.25,31,21.96078491,16.07843208,,,,,,,,
1960.75,31,21.17647171,16.07843208,,,,,,,,
1928.75,31,21.17647171,16.07843208,,,,,,,,
1902.25,31,21.56862831,16.07843208,,,,,,,,
1871,31,19.6078434,15.29411793,,,,,,,,
1971.75,31,17.25490189,15.29411793,,,,,,,,
1948.25,31,17.25490189,15.29411793,,,,,,,,
1889,31,17.25490189,15.29411793,,,,,,,,
1813.25,31,17.64705849,15.29411793,,,,,,,,
1676.5,31,18.4313736,15.29411793,,,,,,,,
1521,31,19.2156868,15.29411793,,,,,,,,
1439.75,31,20,15.29411793,,,,,,,,
1327.25,31,21.17647171,15.29411793,,,,,,,,
1194.5,31,23.13725471,15.29411793,,,,,,,,
1294.5,31,23.13725471,15.29411793,,,,,,,,
1193.75,31,24.31372643,15.29411793,,,,,,,,
1115.5,31,25.88235283,15.29411793,,,,,,,,
1021,31,26.27450943,15.29411793,,,,,,,,
951.5,31,34.11764908,16.47058868,,,,,,,,
844.5,31,41.17647171,16.47058868,,,,,,,,
779.5,31,45.09804153,16.47058868,,,,,,,,
810.75,31,47.05882263,16.47058868,,,,,,,,
789.75,31,47.45098114,16.47058868,,,,,,,,
825,31,47.45098114,16.47058868,,,,,,,,
1702.25,31,76.07843018,16.47058868,,,,,,,,
923.25,31,47.05882263,16.47058868,,,,,,,,
1586.5,31,68.23529816,21.96078491,,,,,,,,
1607.75,31,69.80392456,22.35294151,,,,,,,,
1821.75,31,74.50980377,23.13725471,,,,,,,,
1540.5,31,69.80392456,23.52941132,,,,,,,,
1195.25,31,39.2156868,17.25490189,,,,,,,,
1842.75,31,72.15686035,23.52941132,,,,,,,,
1918.75,31,71.37255096,23.52941132,,,,,,,,
1897.5,31,69.41176605,22.74509811,,,,,,,,
1389.75,31,24.31372643,15.29411793,,,,,,,,
992.75,31,30.19607925,15.29411793,,,,,,,,
948.25,31,29.80392265,15.29411793,,,,,,,,
1349,31,48.23529434,18.8235302,,,,,,,,
962.5,31,29.01960754,15.29411793,,,,,,,,
820.25,31,30.19607925,15.29411793,,,,,,,,
805.25,31,32.54901886,16.47058868,,,,,,,,
796,31,43.92156982,16.47058868,,,,,,,,
1265.5,31,91.37255096,26.27450943,,,,,,,,
2105.25,31,96.07843018,48.62745285,,,,,,,,
2625.75,31,98.03921509,55.68627548,,,,,,,,
2817,31,99.21569061,64.70588684,,,,,,,,
3150.75,31,99.60784149,66.66666412,,,,,,,,
3442.75,31,96.07843018,61.17647171,,,,,,,,
3675.75,31,50.58823776,39.60784531,,,,,,,,
2718.75,31,66.66666412,25.09803963,,,,,,,,
1639,31,27.05882454,15.29411793,,,,,,,,
1178.75,31,25.09803963,15.29411793,,,,,,,,
1456.25,31,22.74509811,15.29411793,,,,,,,,
1375,31,23.13725471,15.29411793,,,,,,,,
1328.75,31,23.52941132,15.29411793,,,,,,,,
1275,31,23.92156982,15.29411793,,,,,,,,
1603.75,31,23.92156982,20.3921566,,,,,,,,
1304.5,31,29.80392265,15.29411793,,,,,,,,
1135,31,24.70588303,15.29411793,,,,,,,,
1018.75,31,29.80392265,16.47058868,,,,,,,,
1013.25,31,35.29411697,16.07843208,,,,,,,,
992,31,35.29411697,16.47058868,,,,,,,,
957.75,31,36.07843018,16.47058868,,,,,,,,
928.75,31,39.60784531,16.47058868,,,,,,,,
836.5,31,43.13725662,16.47058868,,,,,,,,
803,31,45.49019623,16.47058868,,,,,,,,
790.5,31,46.27450943,16.47058868,,,,,,,,
778,31,47.05882263,16.47058868,,,,,,,,
983.5,31,43.92156982,16.47058868,,,,,,,,
1051.5,31,37.64706039,16.47058868,,,,,,,,
890.5,31,40,16.47058868,,,,,,,,
736.5,31,34.11764908,15.29411793,,,,,,,,
665.5,32,34.90196228,15.29411793,,,,,,,,
626.5,32,37.64706039,15.29411793,,,,,,,,
649,32,38.03921509,15.29411793,,,,,,,,
677.25,32,36.47058868,15.29411793,,,,,,,,
649,32,36.86274719,15.29411793,,,,,,,,
671.75,32,36.47058868,15.29411793,,,,,,,,
662.5,32,36.07843018,15.29411793,,,,,,,,
667,32,36.07843018,15.29411793,,,,,,,,
664.75,32,40.39215851,16.86274529,,,,,,,,
714,32,47.84313965,16.47058868,,,,,,,,
776.5,32,45.88235474,16.47058868,,,,,,,,
1146.75,32,54.50980377,20.3921566,,,,,,,,
1518.75,32,65.88235474,20.7843132,,,,,,,,
938.25,32,38.03921509,16.47058868,,,,,,,,
693.75,32,46.27450943,16.47058868,,,,,,,,
768.75,32,48.23529434,16.47058868,,,,,,,,
777.25,32,45.49019623,16.47058868,,,,,,,,
816.25,32,35.29411697,15.29411793,,,,,,,,
617,32,34.90196228,15.29411793,,,,,,,,
666.25,32,36.47058868,15.29411793,,,,,,,,
1410.75,32,54.11764908,19.2156868,,,,,,,,
1856.25,32,75.29412079,24.31372643,,,,,,,,
2273.25,32,84.70588684,28.62745094,,,,,,,,
2717,32,90.98039246,30.58823586,,,,,,,,
2964,32,87.05882263,30.19607925,,,,,,,,
2501.5,32,90.98039246,34.90196228,,,,,,,,
2657,32,91.76470947,31.76470566,,,,,,,,
2742.75,32,91.76470947,31.37254906,,,,,,,,
2307,32,65.49019623,20.7843132,,,,,,,,
2156.25,32,91.76470947,33.72549057,,,,,,,,
2114.75,32,93.72549438,20,,,,,,,,
2313.25,32,93.33333588,34.50980377,,,,,,,,
2409.25,32,94.11764526,30.19607925,,,,,,,,
2553.75,32,77.64705658,36.07843018,,,,,,,,
1942.75,32,90.19608307,27.45098114,,,,,,,,
2292.75,32,90.98039246,31.76470566,,,,,,,,
2228.75,32,97.64706421,45.09804153,,,,,,,,
2732.75,31,97.64706421,44.70588303,,,,,,,,
2077.25,31,18.8235302,16.47058868,,,,,,,,
2106.25,31,79.21569061,26.27450943,,,,,,,,
1646.75,31,40,29.41176605,,,,,,,,
2311.5,31,88.23529816,29.80392265,,,,,,,,
2339,31,92.54901886,46.66666794,,,,,,,,
2817,31,98.03921509,49.80392075,,,,,,,,
2877.25,31,98.03921509,46.66666794,,,,,,,,
2695.25,31,96.47058868,16.47058868,,,,,,,,
2497.5,31,90.19608307,35.29411697,,,,,,,,
2449,31,97.2549057,45.88235474,,,,,,,,
2542,31,97.2549057,49.41176605,,,,,,,,
3119.5,31,97.2549057,50.19607925,,,,,,,,
2866.25,31,69.01960754,35.68627548,,,,,,,,
2545.25,31,96.47058868,45.09804153,,,,,,,,
2587.5,31,93.72549438,16.47058868,,,,,,,,
2536.5,31,94.50980377,38.4313736,,,,,,,,
2602.25,31,95.29412079,40.39215851,,,,,,,,
2594.5,31,94.50980377,35.29411697,,,,,,,,
2717,31,95.29412079,45.09804153,,,,,,,,
2125.75,31,18.8235302,15.29411793,,,,,,,,
1985,31,18.4313736,15.29411793,,,,,,,,
1934.25,31,17.64705849,15.29411793,,,,,,,,
1910.75,31,18.03921509,15.29411793,,,,,,,,
1890.5,31,18.03921509,15.29411793,,,,,,,,
1873.25,31,17.64705849,15.29411793,,,,,,,,
1864,31,18.03921509,15.29411793,,,,,,,,
1852.25,32,17.64705849,15.29411793,,,,,,,,
1825,32,18.03921509,15.29411793,,,,,,,,
1746,32,18.03921509,15.29411793,,,,,,,,
1680.25,32,18.4313736,15.29411793,,,,,,,,
1680.25,32,18.4313736,15.29411793,,,,,,,,
1517.75,32,27.05882454,16.86274529,,,,,,,,
2036.5,32,24.70588303,23.13725471,,,,,,,,
2132.75,32,76.86274719,26.27450943,,,,,,,,
2007,32,82.74510193,16.47058868,,,,,,,,
2325.75,32,87.84313965,26.27450943,,,,,,,,
2086.5,32,95.29412079,34.50980377,,,,,,,,
2135,32,95.29412079,34.90196228,,,,,,,,
2203,31,94.50980377,37.25490189,,,,,,,,
2303,31,90.58823395,15.29411793,,,,,,,,
2048.25,31,18.8235302,15.29411793,,,,,,,,
1937.5,31,18.03921509,15.29411793,,,,,,,,
1897.5,31,18.03921509,15.29411793,,,,,,,,
2285,31,44.70588303,24.31372643,,,,,,,,
2171.75,31,90.19608307,29.01960754,,,,,,,,
2215.5,31,77.64705658,15.29411793,,,,,,,,
2473.25,31,81.96078491,27.05882454,,,,,,,,
2253,31,82.35294342,27.05882454,,,,,,,,
2278.75,31,56.47058868,26.27450943,,,,,,,,
2533.5,31,81.17647552,27.05882454,,,,,,,,
2377.25,31,28.62745094,28.23529434,,,,,,,,
2559.25,31,79.21569061,27.05882454,,,,,,,,
2324,31,84.31372833,28.23529434,,,,,,,,
2370.25,31,78.8235321,16.07843208,,,,,,,,
2228.75,31,38.82352829,25.49019623,,,,,,,,
2461.5,31,77.2549057,16.07843208,,,,,,,,
2307,31,45.09804153,21.56862831,,,,,,,,
2297.5,31,66.66666412,23.52941132,,,,,,,,
2105.25,31,21.96078491,16.07843208,,,,,,,,
2165.5,31,44.31372452,15.68627453,,,,,,,,
2343.75,31,54.11764908,24.31372643,,,,,,,,
1997.5,31,33.72549057,15.29411793,,,,,,,,
2417,31,92.54901886,29.80392265,,,,,,,,
2276.5,31,80,31.37254906,,,,,,,,
2507.75,31,69.01960754,25.09803963,,,,,,,,
2578.75,31,95.6862793,36.47058868,,,,,,,,
2740.5,31,96.07843018,38.82352829,,,,,,,,
2397.5,31,34.11764908,16.07843208,,,,,,,,
2058.5,31,18.03921509,15.29411793,,,,,,,,
1998.25,31,17.64705849,15.29411793,,,,,,,,
2423.25,31,19.2156868,24.31372643,,,,,,,,
2219.5,31,67.45098114,30.58823586,,,,,,,,
2550.75,31,21.56862831,27.05882454,,,,,,,,
2205.25,31,77.64705658,16.07843208,,,,,,,,
2388.25,31,48.62745285,29.41176605,,,,,,,,
1795.25,31,23.92156982,16.47058868,,,,,,,,
1875,31,49.41176605,16.07843208,,,,,,,,
2324,31,81.5686264,30.98039246,,,,,,,,
1800,31,24.31372643,16.47058868,,,,,,,,
1612.5,31,23.52941132,16.07843208,,,,,,,,
1521.75,31,21.56862831,15.29411793,,,,,,,,
1575,31,19.2156868,15.29411793,,,,,,,,
1337.5,31,21.17647171,15.29411793,,,,,,,,
1228,31,24.31372643,15.29411793,,,,,,,,
1068.75,31,26.66666794,15.29411793,,,,,,,,
938.25,31,28.62745094,15.29411793,,,,,,,,
690.5,31,34.11764908,15.29411793,,,,,,,,
639.75,31,38.03921509,15.29411793,,,,,,,,
864.75,31,34.50980377,15.29411793,,,,,,,,
743.75,31,32.94117737,15.29411793,,,,,,,,
1408.5,31,65.49019623,20,,,,,,,,
2131.25,31,81.96078491,26.66666794,,,,,,,,
2439,31,56.07843399,25.09803963,,,,,,,,
1753,31,19.6078434,16.86274529,,,,,,,,
1138.25,31,34.11764908,17.25490189,,,,,,,,
1550,31,68.23529816,21.17647171,,,,,,,,
2110,31,88.62744904,29.80392265,,,,,,,,
2332,31,94.11764526,36.07843018,,,,,,,,
2500,31,94.50980377,38.03921509,,,,,,,,
2678,31,96.07843018,38.4313736,,,,,,,,
2915.5,31,95.6862793,40,,,,,,,,
3240.5,31,94.90196228,40.39215851,,,,,,,,
3497.5,31,92.15686798,39.60784531,,,,,,,,
3716.25,31,70.98039246,36.47058868,,,,,,,,
2192.75,31,89.80392456,30.58823586,,,,,,,,
2367,31,87.05882263,30.19607925,,,,,,,,
2377.25,31,86.27451324,26.27450943,,,,,,,,
1757,31,25.09803963,14.90196133,,,,,,,,
1974,31,63.92156982,22.35294151,,,,,,,,
1765.5,31,64.70588684,22.35294151,,,,,,,,
1859.25,31,44.31372452,15.68627453,,,,,,,,
1382.75,31,21.56862831,15.29411793,,,,,,,,
1241.25,31,21.96078491,15.29411793,,,,,,,,
1371.75,31,23.52941132,15.29411793,,,,,,,,
1337.5,31,23.13725471,15.29411793,,,,,,,,
1369.5,31,27.05882454,16.47058868,,,,,,,,
1324,31,29.01960754,16.47058868,,,,,,,,
1933.5,31,80,25.88235283,,,,,,,,
2152.25,31,88.23529816,29.41176605,,,,,,,,
2262.5,31,89.80392456,30.98039246,,,,,,,,
1695.25,31,39.2156868,16.07843208,,,,,,,,
1449,31,31.76470566,16.47058868,,,,,,,,
1466.25,31,27.45098114,15.29411793,,,,,,,,
1431.25,31,27.45098114,20.3921566,,,,,,,,
1507.75,31,57.64706039,21.17647171,,,,,,,,
1617.75,31,31.76470566,15.29411793,,,,,,,,
2290.5,31,88.23529816,30.19607925,,,,,,,,
1560.75,31,47.45098114,15.29411793,,,,,,,,
2201.5,31,83.92156982,27.84313774,,,,,,,,
1647.5,31,35.68627548,23.52941132,,,,,,,,
1955.25,31,70.58823395,15.29411793,,,,,,,,
1831.25,31,68.62744904,23.92156982,,,,,,,,
2001.5,31,73.33333588,23.13725471,,,,,,,,
1657.75,31,31.76470566,20.7843132,,,,,,,,
1496.75,31,24.70588303,16.47058868,,,,,,,,
1302.25,31,25.49019623,20.7843132,,,,,,,,
1501.5,31,32.94117737,16.47058868,,,,,,,,
1408.5,31,30.98039246,16.47058868,,,,,,,,
1315.5,31,29.41176605,16.47058868,,,,,,,,
1228,31,30.58823586,16.47058868,,,,,,,,
1195.25,31,31.37254906,16.47058868,,,,,,,,
1172.5,31,31.76470566,16.47058868,,,,,,,,
1138.25,31,32.54901886,20.3921566,,,,,,,,
2034.25,31,93.33333588,34.50980377,,,,,,,,
2475,31,91.37255096,34.11764908,,,,,,,,
2496,31,85.49019623,16.07843208,,,,,,,,
1711.5,31,64.70588684,22.35294151,,,,,,,,
1884.25,31,67.84313965,22.74509811,,,,,,,,
1709.25,31,61.17647171,21.96078491,,,,,,,,
1982.75,31,74.90196228,23.92156982,,,,,,,,
2017.75,31,77.64705658,24.31372643,,,,,,,,
1433.5,31,24.70588303,15.68627453,,,,,,,,
1492,31,34.11764908,18.4313736,,,,,,,,
1736.5,31,57.64706039,21.17647171,,,,,,,,
1864,31,68.62744904,23.52941132,,,,,,,,
2017,31,76.47058868,24.31372643,,,,,,,,
2195.25,31,87.45098114,29.41176605,,,,,,,,
2228,31,87.84313965,29.41176605,,,,,,,,
1676.5,31,41.96078491,16.07843208,,,,,,,,
1715.5,31,45.49019623,16.07843208,,,,,,,,
1775,31,40.39215851,16.07843208,,,,,,,,
1129.5,31,35.29411697,17.25490189,,,,,,,,
1567,31,26.27450943,16.47058868,,,,,,,,
